"LAKNAM","MIDAS","STATION","SAMPDATE","AGENCY","PROJECT","DEPTH","TYPE","CHLA","R","L","FLAG"
"ANNABESSACOO",9961.00,1.00,1996-9-26 0:00:00,"CW",3.00,10.00,"C",12.10,,,
"ANNABESSACOO",9961.00,1.00,1997-5-21 0:00:00,"CW",3.00,10.00,"C",6.80,,"D",
"ANNABESSACOO",9961.00,1.00,1997-6-11 0:00:00,"CW",3.00,4.00,"C",3.20,,"D",
"ANNABESSACOO",9961.00,1.00,1997-7-7 0:00:00,"CW",3.00,6.00,"C",3.37,,"D",
"ANNABESSACOO",9961.00,1.00,1997-8-8 0:00:00,"CW",3.00,6.00,"C",9.24,,"D",
"ANNABESSACOO",9961.00,1.00,1997-9-4 0:00:00,"CW",3.00,7.00,"C",19.77,,"D",
"ANNABESSACOO",9961.00,1.00,1997-10-7 0:00:00,"CW",3.00,9.00,"C",63.30,,"D",
"ANNABESSACOO",9961.00,1.00,1998-5-20 0:00:00,"CW",3.00,5.00,"C",4.56,"1","D",
"ANNABESSACOO",9961.00,1.00,1998-6-22 0:00:00,"CW",3.00,10.00,"C",3.83,"1","D",
"ANNABESSACOO",9961.00,1.00,1998-7-22 0:00:00,"CW",3.00,4.00,"C",17.97,"1","D",
"ANNABESSACOO",9961.00,1.00,1998-8-21 0:00:00,"CW",3.00,6.00,"C",9.73,"1","D",
"ANNABESSACOO",9961.00,1.00,1998-9-11 0:00:00,"CW",3.00,8.00,"C",20.36,"1","D",
"ANNABESSACOO",9961.00,1.00,1998-10-26 0:00:00,"CW",3.00,10.00,"C",15.17,"1","D",
"ANNABESSACOO",9961.00,1.00,1999-5-25 0:00:00,"CW",3.00,8.00,"C",5.31,"1","D",
"ANNABESSACOO",9961.00,1.00,1999-6-15 0:00:00,"CW",3.00,6.00,"C",6.12,"1","D",
"ANNABESSACOO",9961.00,1.00,1999-7-13 0:00:00,"CW",3.00,7.00,"C",5.96,"1","D",
"ANNABESSACOO",9961.00,1.00,1999-8-16 0:00:00,"CW",3.00,7.00,"C",36.40,"1","D",
"ANNABESSACOO",9961.00,1.00,1999-9-20 0:00:00,"CW",3.00,10.00,"C",14.30,"1","D",
"ANNABESSACOO",9961.00,1.00,2000-5-31 0:00:00,"CW",3.00,10.00,"C",5.20,"1","D",
"ANNABESSACOO",9961.00,1.00,2000-6-27 0:00:00,"CW",3.00,10.00,"C",6.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2000-7-19 0:00:00,"CW",3.00,7.00,"C",5.90,"1","D",
"ANNABESSACOO",9961.00,1.00,2000-8-22 0:00:00,"CW",3.00,7.00,"C",5.80,"1","D",
"ANNABESSACOO",9961.00,1.00,2000-9-25 0:00:00,"CW",3.00,10.00,"C",14.30,"1","D",
"ANNABESSACOO",9961.00,1.00,2000-10-24 0:00:00,"CW",3.00,10.00,"C",14.80,"1","D",
"ANNABESSACOO",9961.00,1.00,2001-5-2 0:00:00,"CW",3.00,10.00,"C",4.90,"1","D",
"ANNABESSACOO",9961.00,1.00,2001-5-16 0:00:00,"CW",3.00,8.00,"C",8.50,"1","D",
"ANNABESSACOO",9961.00,1.00,2001-6-13 0:00:00,"CW",3.00,4.00,"C",3.50,"1","D",
"ANNABESSACOO",9961.00,1.00,2001-6-25 0:00:00,"CW",3.00,6.00,"C",4.90,"1","D",
"ANNABESSACOO",9961.00,1.00,2001-7-13 0:00:00,"CW",3.00,7.00,"C",10.90,"1","D",
"ANNABESSACOO",9961.00,1.00,2001-7-25 0:00:00,"CW",3.00,7.00,"C",3.10,"1","D",
"ANNABESSACOO",9961.00,1.00,2001-8-7 0:00:00,"CW",3.00,6.00,"C",3.20,"1","D",
"ANNABESSACOO",9961.00,1.00,2001-8-21 0:00:00,"CW",3.00,6.00,"C",7.30,"1","D",
"ANNABESSACOO",9961.00,1.00,2001-9-5 0:00:00,"CW",3.00,8.00,"C",16.60,"1","D",
"ANNABESSACOO",9961.00,1.00,2001-9-19 0:00:00,"CW",3.00,8.00,"C",26.30,"1","D",
"ANNABESSACOO",9961.00,1.00,2001-10-1 0:00:00,"CW",3.00,9.00,"C",20.10,"1","D",
"ANNABESSACOO",9961.00,1.00,2001-10-16 0:00:00,"CW",3.00,10.00,"C",13.70,"1","D",
"ANNABESSACOO",9961.00,1.00,2002-5-24 0:00:00,"CW",3.00,10.00,"C",4.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2002-6-24 0:00:00,"CW",3.00,5.00,"C",6.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2002-7-23 0:00:00,"CW",3.00,6.00,"C",5.50,"1","D",
"ANNABESSACOO",9961.00,1.00,2002-8-27 0:00:00,"CW",3.00,7.00,"C",6.20,"1","D",
"ANNABESSACOO",9961.00,1.00,2002-9-18 0:00:00,"CW",3.00,10.00,"C",9.10,"1","D",
"ANNABESSACOO",9961.00,1.00,2002-10-25 0:00:00,"CW",3.00,10.00,"C",14.70,"1","D",
"ANNABESSACOO",9961.00,1.00,2003-6-24 0:00:00,"CW",3.00,9.00,"C",3.80,"1","D",
"ANNABESSACOO",9961.00,1.00,2003-7-22 0:00:00,"CW",3.00,7.00,"C",4.70,"1","D",
"ANNABESSACOO",9961.00,1.00,2003-8-22 0:00:00,"CW",3.00,6.00,"C",5.80,"1","D",
"ANNABESSACOO",9961.00,1.00,2003-9-15 0:00:00,"CW",3.00,8.00,"C",14.90,"1","D",
"ANNABESSACOO",9961.00,1.00,2003-11-7 0:00:00,"CW",3.00,10.00,"C",5.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2004-5-25 0:00:00,"CW",3.00,8.00,"C",7.20,"1","D",
"ANNABESSACOO",9961.00,1.00,2004-6-23 0:00:00,"CW",3.00,6.00,"C",3.80,"1","D",
"ANNABESSACOO",9961.00,1.00,2004-7-23 0:00:00,"CW",3.00,7.00,"C",4.90,"1","D",
"ANNABESSACOO",9961.00,1.00,2004-8-17 0:00:00,"CW",3.00,7.00,"C",5.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2004-9-23 0:00:00,"CW",3.00,9.00,"C",30.40,"1","D",
"ANNABESSACOO",9961.00,1.00,2004-10-26 0:00:00,"CW",3.00,10.00,"C",10.20,"1","D",
"ANNABESSACOO",9961.00,1.00,2005-5-19 0:00:00,"CW",3.00,10.00,"C",5.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2005-6-27 0:00:00,"CW",3.00,5.00,"C",6.50,"1","D",
"ANNABESSACOO",9961.00,1.00,2005-7-20 0:00:00,"CW",3.00,4.00,"C",3.90,"1","D",
"ANNABESSACOO",9961.00,1.00,2005-8-17 0:00:00,"CW",3.00,6.00,"C",7.80,"1","D",
"ANNABESSACOO",9961.00,1.00,2005-9-22 0:00:00,"CW",3.00,7.00,"C",6.50,"1","D",
"ANNABESSACOO",9961.00,1.00,2005-10-21 0:00:00,"CW",3.00,10.00,"C",4.80,"1","D",
"ANNABESSACOO",9961.00,1.00,2006-5-5 0:00:00,"CW",3.00,10.00,"C",2.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2006-6-8 0:00:00,"CW",3.00,8.00,"C",4.70,"1","D",
"ANNABESSACOO",9961.00,1.00,2006-7-7 0:00:00,"CW",3.00,7.00,"C",9.50,"1","D",
"ANNABESSACOO",9961.00,1.00,2006-8-4 0:00:00,"CW",3.00,5.00,"C",7.50,"1","D",
"ANNABESSACOO",9961.00,1.00,2006-9-11 0:00:00,"CW",3.00,8.00,"C",13.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2006-10-16 0:00:00,"CW",3.00,10.00,"C",10.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2007-5-10 0:00:00,"CW",3.00,10.00,"C",2.60,"1","D",
"ANNABESSACOO",9961.00,1.00,2007-6-5 0:00:00,"CW",3.00,5.00,"C",3.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2007-7-2 0:00:00,"CW",3.00,6.00,"C",3.70,"1","D",
"ANNABESSACOO",9961.00,1.00,2007-8-2 0:00:00,"CW",3.00,4.00,"C",3.80,"1","D",
"ANNABESSACOO",9961.00,1.00,2007-9-5 0:00:00,"CW",3.00,7.00,"C",7.10,"1","D",
"ANNABESSACOO",9961.00,1.00,2007-10-5 0:00:00,"CW",3.00,9.00,"C",15.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2008-3-12 0:00:00,"EI",2.00,9.00,"C",1.70,"1","D",
"ANNABESSACOO",9961.00,1.00,2008-3-12 0:00:00,"EI",2.00,9.00,"C",1.70,"2","D",
"ANNABESSACOO",9961.00,1.00,2008-5-14 0:00:00,"CW",3.00,8.00,"C",7.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2008-6-10 0:00:00,"CW",3.00,4.00,"C",3.50,"1","D",
"ANNABESSACOO",9961.00,1.00,2008-7-7 0:00:00,"CW",3.00,6.00,"C",4.20,"1","D",
"ANNABESSACOO",9961.00,1.00,2008-8-5 0:00:00,"CW",3.00,7.00,"C",6.10,"1","D",
"ANNABESSACOO",9961.00,1.00,2008-8-20 0:00:00,"EI",2.00,5.00,"C",5.70,"1","S",
"ANNABESSACOO",9961.00,1.00,2008-8-20 0:00:00,"EI",2.00,9.00,"C",1.70,"1","D",
"ANNABESSACOO",9961.00,1.00,2008-8-20 0:00:00,"EI",2.00,9.00,"C",1.70,"2","D",
"ANNABESSACOO",9961.00,1.00,2008-9-5 0:00:00,"CW",3.00,7.00,"C",8.40,"1","D",
"ANNABESSACOO",9961.00,1.00,2008-10-3 0:00:00,"CW",3.00,10.00,"C",15.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2009-5-18 0:00:00,"CW",3.00,7.00,"C",9.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2009-6-8 0:00:00,"CW",3.00,6.00,"C",22.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2009-7-9 0:00:00,"CW",3.00,8.00,"C",7.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2009-8-12 0:00:00,"CW",3.00,5.00,"C",9.30,"1","D",
"ANNABESSACOO",9961.00,1.00,2009-9-10 0:00:00,"CW",3.00,6.50,"C",16.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2009-10-14 0:00:00,"CW",3.00,10.00,"C",12.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2010-5-17 0:00:00,"CW",3.00,10.00,"C",14.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2010-6-2 0:00:00,"CW",3.00,5.00,"C",5.10,"1","D",
"ANNABESSACOO",9961.00,1.00,2010-7-7 0:00:00,"CW",3.00,6.00,"C",4.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2010-8-4 0:00:00,"CW",3.00,6.00,"C",7.30,"1","D",
"ANNABESSACOO",9961.00,1.00,2010-9-9 0:00:00,"CW",3.00,6.00,"C",30.00,"2","D",
"ANNABESSACOO",9961.00,1.00,2010-9-9 0:00:00,"CW",3.00,6.00,"C",31.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2010-10-5 0:00:00,"CW",3.00,10.00,"C",14.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2011-5-23 0:00:00,"CW",3.00,10.00,"C",4.60,"1","D",
"ANNABESSACOO",9961.00,1.00,2011-6-8 0:00:00,"CW",3.00,5.00,"C",3.90,"1","D",
"ANNABESSACOO",9961.00,1.00,2011-7-5 0:00:00,"CW",3.00,5.00,"C",5.20,"1","D",
"ANNABESSACOO",9961.00,1.00,2011-8-5 0:00:00,"CW",3.00,5.00,"C",9.60,"1","D",
"ANNABESSACOO",9961.00,1.00,2011-9-9 0:00:00,"CW",3.00,6.50,"C",21.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2012-5-23 0:00:00,"CW",3.00,6.00,"C",4.70,"1","D",
"ANNABESSACOO",9961.00,1.00,2012-6-15 0:00:00,"CW",3.00,6.00,"C",3.60,"1","D",
"ANNABESSACOO",9961.00,1.00,2012-7-12 0:00:00,"CW",3.00,4.50,"C",3.30,"1","D",
"ANNABESSACOO",9961.00,1.00,2012-8-21 0:00:00,"CW",3.00,5.00,"C",7.80,"1","D",
"ANNABESSACOO",9961.00,1.00,2012-9-17 0:00:00,"CW",3.00,7.00,"C",23.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2012-10-24 0:00:00,"CW",3.00,9.00,"C",22.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2013-5-23 0:00:00,"CW",3.00,9.00,"C",6.70,"1","D",
"ANNABESSACOO",9961.00,1.00,2013-6-14 0:00:00,"CW",3.00,7.00,"C",4.50,"1","D",
"ANNABESSACOO",9961.00,1.00,2013-7-2 0:00:00,"CW",3.00,5.00,"C",12.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2013-8-5 0:00:00,"CW",3.00,4.00,"C",11.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2013-8-20 0:00:00,"CW",3.00,5.00,"C",13.00,"1","D",
"ANNABESSACOO",9961.00,1.00,2013-9-4 0:00:00,"CW",3.00,5.00,"C",9.10,"1","D",
"ANNABESSACOO",9961.00,1.00,2013-9-20 0:00:00,"CW",3.00,7.00,"C",9.70,"1","D",
"ANNABESSACOO",9961.00,1.00,2013-10-10 0:00:00,"CW",3.00,8.00,"C",9.60,"1","D",
"ANNABESSACOO",9961.00,1.00,2014-5-22 0:00:00,"CW",3.00,8.00,"C",17.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2014-6-25 0:00:00,"CW",3.00,6.00,"C",11.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2014-7-24 0:00:00,"CW",3.00,5.50,"C",6.10,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2014-8-6 0:00:00,"CW",3.00,5.50,"C",9.10,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2014-9-5 0:00:00,"CW",3.00,5.00,"C",13.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2014-10-6 0:00:00,"CW",3.00,8.00,"C",14.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2015-5-21 0:00:00,"CW",3.00,7.00,"C",13.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2015-6-15 0:00:00,"CW",3.00,6.00,"C",2.90,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2015-7-6 0:00:00,"CW",3.00,6.00,"C",10.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2015-7-16 0:00:00,"CW",3.00,6.00,"C",5.80,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2015-8-11 0:00:00,"CW",3.00,5.50,"C",9.10,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2015-9-9 0:00:00,"CW",3.00,5.00,"C",17.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2015-10-8 0:00:00,"CW",3.00,10.00,"C",17.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2016-5-4 0:00:00,"CW",3.00,10.00,"C",2.60,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2016-6-1 0:00:00,"CW",3.00,5.00,"C",2.80,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2016-6-16 0:00:00,"CW",3.00,8.00,"C",3.80,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2016-7-6 0:00:00,"CW",3.00,8.00,"C",2.30,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2016-8-3 0:00:00,"CW",3.00,5.00,"C",2.30,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2016-8-17 0:00:00,"CW",3.00,4.00,"C",11.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2016-8-31 0:00:00,"CW",3.00,7.00,"C",11.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2016-9-29 0:00:00,"CW",3.00,8.00,"C",16.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2016-10-19 0:00:00,"CW",3.00,9.00,"C",7.30,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2017-5-12 0:00:00,"CW",3.00,9.00,"C",6.30,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2017-6-8 0:00:00,"CW",3.00,8.00,"C",3.70,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2017-7-6 0:00:00,"CW",3.00,6.00,"C",3.60,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2017-7-19 0:00:00,"CW",3.00,6.00,"C",3.90,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2017-7-31 0:00:00,"CW",3.00,5.50,"C",4.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2017-8-15 0:00:00,"CW",3.00,6.00,"C",13.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2017-8-30 0:00:00,"CW",3.00,6.00,"C",8.90,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2017-9-27 0:00:00,"CW",3.00,7.00,"C",13.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2017-11-1 0:00:00,"CW",3.00,9.00,"C",12.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2018-5-21 0:00:00,"CW",3.00,8.00,"C",7.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2018-6-8 0:00:00,"CW",3.00,7.00,"C",3.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2018-6-20 0:00:00,"CW",3.00,6.00,"C",3.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2018-7-2 0:00:00,"CW",3.00,7.00,"C",7.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2018-7-18 0:00:00,"CW",3.00,6.00,"C",4.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2018-8-1 0:00:00,"CW",3.00,6.00,"C",7.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2018-8-14 0:00:00,"CW",3.00,5.00,"C",16.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2018-8-29 0:00:00,"CW",3.00,6.00,"C",15.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2018-9-12 0:00:00,"CW",3.00,7.00,"C",13.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2018-9-25 0:00:00,"CW",3.00,8.00,"C",10.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2018-10-9 0:00:00,"CW",3.00,9.00,"C",15.00,"1","HETL",
"ANNABESSACOO",9961.00,1.00,2018-10-25 0:00:00,"CW",3.00,9.00,"C",20.00,"1","HETL",
"ANNABESSACOO",9961.00,2.00,1976-4-21 0:00:00,"CW",3.00,,"C",3.30,,,
"ANNABESSACOO",9961.00,2.00,1976-5-17 0:00:00,"CW",3.00,,"C",4.30,,,
"ANNABESSACOO",9961.00,2.00,1976-7-8 0:00:00,"CW",3.00,,"C",35.00,,,
"ANNABESSACOO",9961.00,2.00,1976-7-26 0:00:00,"CW",3.00,,"C",15.30,,,
"ANNABESSACOO",9961.00,2.00,1976-8-5 0:00:00,"CW",3.00,,"C",7.30,,,
"ANNABESSACOO",9961.00,2.00,1976-8-19 0:00:00,"CW",3.00,,"C",7.90,,,
"ANNABESSACOO",9961.00,2.00,1976-9-3 0:00:00,"CW",3.00,,"C",17.50,,,
"ANNABESSACOO",9961.00,2.00,1976-9-17 0:00:00,"CW",3.00,,"C",31.80,,,
"ANNABESSACOO",9961.00,2.00,1976-10-1 0:00:00,"CW",3.00,,"C",29.40,,,
"ANNABESSACOO",9961.00,2.00,1977-7-11 0:00:00,"EI",2.00,,"C",16.40,,,
"ANNABESSACOO",9961.00,2.00,1977-8-2 0:00:00,"EI",2.00,1.00,"C",65.40,,,
"ANNABESSACOO",9961.00,2.00,1977-9-30 0:00:00,"CW",3.00,5.00,"C",33.60,,,
"ANNABESSACOO",9961.00,2.00,1977-10-10 0:00:00,"CW",3.00,5.00,"C",16.60,,,
"ANNABESSACOO",9961.00,2.00,1977-12-2 0:00:00,"EI",2.00,5.00,"C",4.90,,,
"ANNABESSACOO",9961.00,2.00,1978-1-23 0:00:00,"CW",3.00,3.00,"G",2.80,,,
"ANNABESSACOO",9961.00,2.00,1978-1-23 0:00:00,"CW",3.00,5.00,"G",2.50,,,
"ANNABESSACOO",9961.00,2.00,1978-2-9 0:00:00,"CW",3.00,3.00,"G",3.50,,,
"ANNABESSACOO",9961.00,2.00,1978-2-9 0:00:00,"CW",3.00,5.00,"G",2.40,,,
"ANNABESSACOO",9961.00,2.00,1978-3-20 0:00:00,"CW",3.00,3.00,"G",4.40,,,
"ANNABESSACOO",9961.00,2.00,1978-7-14 0:00:00,"CW",3.00,5.00,"C",23.40,,,
"ANNABESSACOO",9961.00,2.00,1978-9-14 0:00:00,"CW",3.00,5.00,"C",14.20,,,
"ANNABESSACOO",9961.00,2.00,1978-10-24 0:00:00,"CW",3.00,5.00,"C",13.40,,,
"ANNABESSACOO",9961.00,2.00,1978-11-7 0:00:00,"CW",3.00,5.00,"C",8.70,,,
"ANNABESSACOO",9961.00,2.00,1978-12-22 0:00:00,"CW",3.00,5.00,"C",4.70,,,
"ANNABESSACOO",9961.00,2.00,1979-1-24 0:00:00,"CW",3.00,5.00,"C",2.50,,,
"ANNABESSACOO",9961.00,2.00,1979-2-28 0:00:00,"CW",3.00,5.00,"C",2.10,,,
"ANNABESSACOO",9961.00,2.00,1979-3-16 0:00:00,"CW",3.00,5.00,"C",4.00,,,
"ANNABESSACOO",9961.00,2.00,1979-4-20 0:00:00,"CW",3.00,5.00,"C",7.20,,,
"ANNABESSACOO",9961.00,2.00,1979-5-2 0:00:00,"CW",3.00,10.00,"C",8.00,,,
"ANNABESSACOO",9961.00,2.00,1979-5-15 0:00:00,"CW",3.00,5.00,"C",5.10,,,
"ANNABESSACOO",9961.00,2.00,1979-5-31 0:00:00,"CW",3.00,6.00,"C",6.20,,,
"ANNABESSACOO",9961.00,2.00,1979-6-12 0:00:00,"CW",3.00,5.00,"C",4.80,,,
"ANNABESSACOO",9961.00,2.00,1979-6-20 0:00:00,"CW",3.00,6.00,"C",4.40,,,
"ANNABESSACOO",9961.00,2.00,1979-6-27 0:00:00,"CW",3.00,5.00,"C",4.60,,,
"ANNABESSACOO",9961.00,2.00,1979-7-3 0:00:00,"CW",3.00,6.00,"C",4.90,,,
"ANNABESSACOO",9961.00,2.00,1979-7-12 0:00:00,"CW",3.00,6.00,"C",4.30,,,
"ANNABESSACOO",9961.00,2.00,1979-7-17 0:00:00,"CW",3.00,6.00,"C",7.20,,,
"ANNABESSACOO",9961.00,2.00,1979-7-25 0:00:00,"CW",3.00,0.00,"G",13.20,,,
"ANNABESSACOO",9961.00,2.00,1979-7-25 0:00:00,"CW",3.00,1.00,"G",13.20,,,
"ANNABESSACOO",9961.00,2.00,1979-7-25 0:00:00,"CW",3.00,2.00,"G",11.30,,,
"ANNABESSACOO",9961.00,2.00,1979-7-25 0:00:00,"CW",3.00,3.00,"G",12.50,,,
"ANNABESSACOO",9961.00,2.00,1979-7-25 0:00:00,"CW",3.00,4.00,"G",9.30,,,
"ANNABESSACOO",9961.00,2.00,1979-7-25 0:00:00,"CW",3.00,5.00,"G",7.70,,,
"ANNABESSACOO",9961.00,2.00,1979-8-2 0:00:00,"CW",3.00,5.00,"C",11.50,,,
"ANNABESSACOO",9961.00,2.00,1979-8-9 0:00:00,"CW",3.00,5.00,"C",13.90,,,
"ANNABESSACOO",9961.00,2.00,1979-8-14 0:00:00,"CW",3.00,6.00,"C",15.30,,,
"ANNABESSACOO",9961.00,2.00,1979-8-21 0:00:00,"CW",3.00,6.00,"C",14.70,,,
"ANNABESSACOO",9961.00,2.00,1979-8-30 0:00:00,"CW",3.00,6.00,"C",15.80,,,
"ANNABESSACOO",9961.00,2.00,1979-9-5 0:00:00,"CW",3.00,6.00,"C",4.30,,,
"ANNABESSACOO",9961.00,2.00,1979-9-12 0:00:00,"CW",3.00,6.00,"C",10.80,,,
"ANNABESSACOO",9961.00,2.00,1979-9-20 0:00:00,"CW",3.00,6.00,"C",6.70,,,
"ANNABESSACOO",9961.00,2.00,1979-10-3 0:00:00,"CW",3.00,6.00,"C",7.30,,,
"ANNABESSACOO",9961.00,2.00,1979-10-16 0:00:00,"CW",3.00,6.00,"C",6.80,,,
"ANNABESSACOO",9961.00,2.00,1979-10-30 0:00:00,"CW",3.00,6.00,"C",7.80,,,
"ANNABESSACOO",9961.00,2.00,1979-10-30 0:00:00,"CW",3.00,6.00,"C",8.10,,,
"ANNABESSACOO",9961.00,2.00,1979-11-15 0:00:00,"CW",3.00,6.00,"C",7.50,,,
"ANNABESSACOO",9961.00,2.00,1980-2-20 0:00:00,"CW",3.00,5.00,"C",5.40,,,
"ANNABESSACOO",9961.00,2.00,1980-2-20 0:00:00,"CW",3.00,5.00,"C",5.80,,,
"ANNABESSACOO",9961.00,2.00,1980-5-5 0:00:00,"CW",3.00,6.00,"C",3.30,,,
"ANNABESSACOO",9961.00,2.00,1980-6-6 0:00:00,"CW",3.00,6.00,"C",5.10,,,
"ANNABESSACOO",9961.00,2.00,1980-6-19 0:00:00,"CW",3.00,6.00,"C",3.70,,,
"ANNABESSACOO",9961.00,2.00,1980-6-25 0:00:00,"CW",3.00,6.00,"C",3.30,,,
"ANNABESSACOO",9961.00,2.00,1980-7-23 0:00:00,"CW",3.00,6.00,"C",15.20,,,
"ANNABESSACOO",9961.00,2.00,1980-7-29 0:00:00,"CW",3.00,6.00,"C",14.90,,,
"ANNABESSACOO",9961.00,2.00,1980-8-7 0:00:00,"CW",3.00,5.00,"C",14.20,,,
"ANNABESSACOO",9961.00,2.00,1980-8-22 0:00:00,"CW",3.00,6.00,"C",22.10,,,
"ANNABESSACOO",9961.00,2.00,1980-9-3 0:00:00,"CW",3.00,4.00,"C",18.60,,,
"ANNABESSACOO",9961.00,2.00,1980-9-17 0:00:00,"CW",3.00,6.00,"C",18.30,,,
"ANNABESSACOO",9961.00,2.00,1980-10-8 0:00:00,"CW",3.00,5.00,"C",12.80,,,
"ANNABESSACOO",9961.00,2.00,1980-11-4 0:00:00,"CW",3.00,5.00,"C",6.00,,,
"ANNABESSACOO",9961.00,2.00,1981-4-22 0:00:00,"CW",3.00,6.00,"C",5.40,,,
"ANNABESSACOO",9961.00,2.00,1981-4-22 0:00:00,"CW",3.00,6.00,"C",5.60,,,
"ANNABESSACOO",9961.00,2.00,1981-5-26 0:00:00,"CW",3.00,6.00,"C",3.30,,,
"ANNABESSACOO",9961.00,2.00,1981-6-19 0:00:00,"CW",3.00,6.00,"C",2.40,,,
"ANNABESSACOO",9961.00,2.00,1981-7-15 0:00:00,"CW",3.00,8.00,"C",10.10,,,
"ANNABESSACOO",9961.00,2.00,1981-8-31 0:00:00,"CW",3.00,6.00,"C",21.60,,,
"ANNABESSACOO",9961.00,2.00,1981-9-21 0:00:00,"CW",3.00,6.00,"C",30.10,,,
"ANNABESSACOO",9961.00,2.00,1981-10-9 0:00:00,"CW",3.00,6.00,"C",13.00,,,
"ANNABESSACOO",9961.00,2.00,1981-11-19 0:00:00,"CW",3.00,6.00,"C",3.90,,,
"ANNABESSACOO",9961.00,2.00,1982-5-4 0:00:00,"CW",3.00,6.00,"C",4.80,,,
"ANNABESSACOO",9961.00,2.00,1982-6-3 0:00:00,"CW",3.00,6.00,"C",4.50,,,
"ANNABESSACOO",9961.00,2.00,1982-6-3 0:00:00,"CW",3.00,6.00,"C",14.00,,,
"ANNABESSACOO",9961.00,2.00,1982-7-8 0:00:00,"CW",3.00,6.00,"C",4.10,,,
"ANNABESSACOO",9961.00,2.00,1982-7-8 0:00:00,"CW",3.00,6.00,"C",4.20,,,
"ANNABESSACOO",9961.00,2.00,1982-8-2 0:00:00,"CW",3.00,5.00,"C",10.40,,,
"ANNABESSACOO",9961.00,2.00,1982-8-26 0:00:00,"CW",3.00,5.00,"C",27.20,,,
