"LAKNAM","MIDAS","STATION","SAMPDATE","AGENCY","PROJECT","TIME","SURVEYOR1","SURVEYOR2","SURVEYOR3","SURVEYOR4","WINDVEL","WINDDIR","CLOUDCVR","SECCHI","SECCBOT","SCOPE","REP","QA_CERT","GLOEO","COMMENTS"
"ANNABESSACOO",9961.00,1.00,1981-6-30 0:00:00,"CW",3.00,"1430","KING,WENDY","BRENNAN,ROSS",,,7.00,4.00,"B",4.70,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1981-7-10 0:00:00,"CW",3.00,"1000","KING,WENDY","BRENNAN,ROSS",,,4.00,8.00,"B",3.60,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1981-7-17 0:00:00,"CW",3.00,"1500","KING,WENDY","BRENNAN,ROSS",,,5.00,8.00,"O",3.00,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1981-7-23 0:00:00,"CW",3.00,"1530","KING,WENDY","BRENNAN,ROSS",,,3.00,6.00,"B",2.00,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1981-7-30 0:00:00,"CW",3.00,"1110","KING,WENDY","BRENNAN,ROSS",,,3.00,8.00,"C",2.00,"N","2",,,,
"ANNABESSACOO",9961.00,1.00,1981-7-30 0:00:00,"CW",3.00,"1141","KING,WENDY","BRENNAN,ROSS",,,3.00,8.00,"C",2.00,"N","2",,,,
"ANNABESSACOO",9961.00,1.00,1981-8-5 0:00:00,"CW",3.00,"1047","KING,WENDY","BRENNAN,ROSS",,,6.00,4.00,"B",1.60,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1981-8-10 0:00:00,"CW",3.00,"1555","KING,WENDY","BRENNAN,ROSS",,,0.00,,"B",1.80,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1981-8-17 0:00:00,"CW",3.00,"1230","KING,WENDY","PRAY,JIM",,,5.00,8.00,"C",2.10,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1981-8-21 0:00:00,"CW",3.00,"1200","KING,WENDY","PRAY,JIM",,,0.00,,"B",1.60,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1981-8-31 0:00:00,"CW",3.00,"1502","KING,WENDY","BRENNAN,ROSS",,,5.00,5.00,"B",1.90,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1981-9-16 0:00:00,"CW",3.00,"1055","PRAY,JIM","KING,WENDY",,,4.00,1.00,"O",1.20,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1981-9-17 0:00:00,"CW",3.00,"1513","KING,WENDY","PRAY,JIM",,,,,"B",1.30,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1981-9-21 0:00:00,"CW",3.00,"1400","KING,WENDY","PRAY,JIM",,,5.00,8.00,"C",1.60,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1981-9-29 0:00:00,"CW",3.00,"1025","KING,WENDY","PRAY,JIM",,,10.00,7.00,"B",3.10,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1981-10-9 0:00:00,"CW",3.00,"1245","KING,WENDY","PRAY,JIM",,,10.00,1.00,"B",2.50,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1981-10-21 0:00:00,"CW",3.00,"1110","KING,WENDY","PRAY,JIM",,,5.00,6.00,"B",3.40,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1981-11-19 0:00:00,"CW",3.00,"1030","KING,WENDY","PRAY,JIM",,,5.00,8.00,"C",3.80,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1982-3-12 0:00:00,"CW",3.00,"1000","KING,WENDY","COURTEMANCH,DAVE",,,,,"O",4.80,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1982-5-4 0:00:00,"CW",3.00,"1407","KING,WENDY","PRAY,JIM",,,5.00,8.00,"O",4.40,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1982-6-3 0:00:00,"CW",3.00,"1528","KING,WENDY","PRAY,JIM",,,5.00,7.00,"B",4.40,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1982-6-22 0:00:00,"CW",3.00,"1230","KING,WENDY","ROMANELLA,DEBRAH",,,2.00,3.00,"B",3.80,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1982-7-8 0:00:00,"CW",3.00,"1145","KING,WENDY","ROMANELLA,DEBRAH",,,4.00,8.00,"B",3.90,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1982-7-15 0:00:00,"CW",3.00,"1115","KING,WENDY","PRAY,JIM",,,1.00,3.00,"B",4.40,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1982-7-21 0:00:00,"CW",3.00,"1525","KING,WENDY","ROMANELLA,DEBRAH",,,5.00,8.00,"B",3.70,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1982-7-28 0:00:00,"CW",3.00,"1155","KING,WENDY","PRAY,JIM",,,2.00,4.00,"O",3.20,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1982-8-2 0:00:00,"CW",3.00,"1500","KING,WENDY","PRAY,JIM",,,4.00,1.00,"O",2.70,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1982-8-6 0:00:00,"CW",3.00,"1420","KING,WENDY","ROMANELLA,DEBRAH",,,1.00,8.00,"B",2.80,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1982-8-13 0:00:00,"CW",3.00,"1125","KING,WENDY","ROMANELLA,DEBRAH",,,3.00,1.00,"O",2.20,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1982-8-19 0:00:00,"CW",3.00,"1040","KING,WENDY","ROMANELLA,DEBRAH",,,1.00,6.00,"B",1.50,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1982-8-26 0:00:00,"CW",3.00,"1520","ROMANELLA,DEBRAH","PRAY,JIM",,,3.00,7.00,"B",1.60,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1982-9-9 0:00:00,"CW",3.00,"1130","ROMANELLA,DEBRAH","PRAY,JIM",,,1.00,5.00,"C",1.00,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1982-9-17 0:00:00,"CW",3.00,"1430","KING,WENDY","ROMANELLA,DEBRAH",,,4.00,8.00,"O",2.10,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1982-10-1 0:00:00,"CW",3.00,"1050","KING,WENDY","ROMANELLA,DEBRAH",,,1.00,6.00,"B",2.10,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1982-10-13 0:00:00,"CW",3.00,"1125","ROMANELLA,DEBRAH","PRAY,JIM",,,,,"O",2.00,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1982-11-2 0:00:00,"CW",3.00,"1430","KING,WENDY","ROMANELLA,DEBRAH",,,1.00,8.00,"O",2.30,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1982-11-18 0:00:00,"CW",3.00,"1340","ROMANELLA,DEBRAH","PRAY,JIM",,,1.00,8.00,"B",2.50,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-4-6 0:00:00,"CW",3.00,"1150","KING,WENDY","ROMANELLA,DEBRAH",,,7.00,8.00,"B",3.70,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-5-18 0:00:00,"CW",3.00,"1140","KING,WENDY","ROMANELLA,DEBRAH",,,2.00,7.00,"B",3.30,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-5-18 0:00:00,"EI",3.00,"0900","LEPAGE,LOU",,,,4.00,6.00,"B",4.00,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-5-25 0:00:00,"EI",3.00,"1213","LEPAGE,LOU",,,,7.00,2.00,"B",4.00,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-5-25 0:00:00,"EI",3.00,"1325","GABEY,RICH",,,,3.00,1.00,"C",4.10,"N","2",,,,
"ANNABESSACOO",9961.00,1.00,1983-6-8 0:00:00,"EI",3.00,"1050","GABEY,RICH",,,,1.00,1.00,"C",3.40,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-6-13 0:00:00,"EI",3.00,"0850","LEPAGE,LOU",,,,,,"B",4.00,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-6-15 0:00:00,"CW",3.00,"1115","KING,WENDY","ROMANELLA,DEBRAH",,,1.00,3.00,"B",3.80,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-6-22 0:00:00,"EI",3.00,"0925","GABEY,RICH",,,,2.00,2.00,"B",4.30,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-6-27 0:00:00,"EI",3.00,"0942","LEPAGE,LOU",,,,7.00,5.00,"C",4.50,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-7-4 0:00:00,"EI",3.00,"0950","GABEY,RICH",,,,1.00,3.00,"B",4.50,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-7-7 0:00:00,"CW",3.00,"1512","KING,WENDY","ROMANELLA,DEBRAH",,,2.00,1.00,"B",4.40,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-7-12 0:00:00,"EI",3.00,"1315","LEPAGE,LOU",,,,7.00,,"C",4.00,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-7-13 0:00:00,"EI",3.00,"1120","GABEY,RICH",,,,10.00,8.00,"B",4.60,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-7-18 0:00:00,"EI",3.00,"1630","LEPAGE,LOU",,,,7.00,1.00,"B",4.50,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-7-20 0:00:00,"CW",3.00,"1540","KING,WENDY","ROMANELLA,DEBRAH",,,5.00,8.00,"B",4.10,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-7-27 0:00:00,"EI",3.00,"1045","GABEY,RICH",,,,5.00,7.00,"B",3.80,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-7-28 0:00:00,"CW",3.00,"1557","KING,WENDY","ROMANELLA,DEBRAH",,,2.00,5.00,"B",3.30,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-8-5 0:00:00,"CW",3.00,"1345","KING,WENDY",,,,1.00,4.00,"O",3.40,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-8-5 0:00:00,"EI",3.00,"1030","LEPAGE,LOU",,,,7.00,4.00,"C",4.00,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-8-10 0:00:00,"EI",3.00,"1055","GABEY,RICH",,,,12.00,2.00,"C",3.30,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-8-15 0:00:00,"CW",3.00,"1134","DENNIS,WENDY","MILLER,DEBRAH",,,2.00,1.00,"C",2.40,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-8-19 0:00:00,"CW",3.00,"1035","DENNIS,WENDY","MILLER,DEBRAH",,,15.00,8.00,"B",1.90,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-8-23 0:00:00,"EI",3.00,"1610","GABEY,RICH",,,,15.00,8.00,"B",2.00,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-9-2 0:00:00,"CW",3.00,"1126","DENNIS,WENDY","MILLER,DEBRAH",,,5.00,5.00,"B",1.10,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-9-2 0:00:00,"EI",3.00,"0830","GABEY,RICH",,,,2.00,7.00,"B",1.20,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-9-7 0:00:00,"CW",3.00,"1420","DENNIS,WENDY","MILLER,DEBRAH",,,12.00,7.00,"C",1.90,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-9-12 0:00:00,"CW",3.00,"1328","DENNIS,WENDY","MILLER,DEBRAH",,,2.00,5.00,"B",0.90,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-9-20 0:00:00,"CW",3.00,"1133","DENNIS,WENDY","MILLER,DEBRAH",,,1.00,3.00,"B",0.60,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-9-28 0:00:00,"EI",3.00,"0910","GABEY,RICH",,,,10.00,1.00,"B",0.80,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-10-3 0:00:00,"CW",3.00,"1100","DENNIS,WENDY","MILLER,DEBRAH",,,0.00,,"B",0.40,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-10-12 0:00:00,"CW",3.00,"1525","DENNIS,WENDY","MILLER,DEBRAH",,,2.00,3.00,"O",2.30,"N","2",,,,
"ANNABESSACOO",9961.00,1.00,1983-10-12 0:00:00,"EI",3.00,"0855","GABEY,RICH",,,,5.00,1.00,"O",2.30,"N","2",,,,
"ANNABESSACOO",9961.00,1.00,1983-10-26 0:00:00,"EI",3.00,"1130","GABEY,RICH","DENNIS",,,1.00,2.00,"B",2.20,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1983-11-8 0:00:00,"CW",3.00,"1105","DENNIS,WENDY","MILLER,DEBRAH",,,2.00,6.00,"C",2.80,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-3-28 0:00:00,"EI",2.00,"1300","DENNIS","COURTEMANCH,DAVE",,,5.00,8.00,"B",4.40,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-5-15 0:00:00,"CW",3.00,"1057","MILLER,DEBRAH","SMIMMO,FRANK",,,3.00,7.00,"C",3.80,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-5-16 0:00:00,"EI",3.00,"1005","GABEY,RICH",,,,10.00,8.00,"C",4.20,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-6-4 0:00:00,"EI",3.00,"0955","GABEY,RICH",,,,5.00,6.00,"C",2.80,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-6-4 0:00:00,"EI",3.00,"1020","GABEY,RICH",,,,5.00,6.00,"C",2.50,"N","2",,,,
"ANNABESSACOO",9961.00,1.00,1984-6-20 0:00:00,"EI",3.00,"1605","GABEY,RICH",,,,10.00,6.00,"B",3.30,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-6-21 0:00:00,"CW",3.00,"1345","GORDON,TOM","MILLER,DEBRAH",,,2.00,8.00,"B",3.20,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-7-3 0:00:00,"CW",3.00,"1122","GORDON,TOM","MILLER,DEBRAH",,,0.00,,"B",3.80,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-7-8 0:00:00,"EI",3.00,"1050","GABEY,RICH",,,,10.00,1.00,"C",3.70,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-7-10 0:00:00,"CW",3.00,"1030","GORDON,TOM","MILLER,DEBRAH",,,2.00,5.00,"B",3.70,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-7-20 0:00:00,"CW",3.00,"1345","MILLER,DEBRAH","SMIMMO,FRANK",,,3.00,5.00,"B",3.60,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-7-25 0:00:00,"CW",3.00,"1125","JENSEN,KATHY","MILLER,DEBRAH",,,12.00,7.00,"B",3.90,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-7-29 0:00:00,"EI",3.00,"0905","GABEY,RICH",,,,1.00,8.00,"B",3.80,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-8-1 0:00:00,"CW",3.00,"1222","JENSEN,KATHY","MILLER,DEBRAH",,,2.00,7.00,"O",4.00,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-8-7 0:00:00,"CW",3.00,"1253","JENSEN,KATHY","MILLER,DEBRAH",,,2.00,5.00,"B",3.40,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-8-15 0:00:00,"CW",3.00,"1329","JENSEN,KATHY","MILLER,DEBRAH",,,0.00,,"O",2.00,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-8-18 0:00:00,"EI",3.00,"1135","GABEY,RICH",,,,5.00,1.00,"B",1.70,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-8-22 0:00:00,"CW",3.00,"1120","JENSEN,KATHY","MILLER,DEBRAH",,,0.00,,"B",1.40,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-8-29 0:00:00,"CW",3.00,"1415","JENSEN,KATHY","MILLER,DEBRAH",,,4.00,5.00,"O",1.10,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-9-3 0:00:00,"EI",3.00,"1030","GABEY,RICH",,,,5.00,6.00,"C",1.20,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-9-5 0:00:00,"CW",3.00,"1053","JENSEN,KATHY","MILLER,DEBRAH",,,4.00,7.00,"B",1.10,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-9-13 0:00:00,"CW",3.00,"1151","JENSEN,KATHY","MILLER,DEBRAH",,,2.00,5.00,"O",1.10,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-9-16 0:00:00,"EI",3.00,"1145","GABEY,RICH",,,,10.00,2.00,"C",1.10,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-9-21 0:00:00,"CW",3.00,"1148","JENSEN,KATHY","MILLER,DEBRAH",,,11.00,7.00,"B",1.10,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-9-27 0:00:00,"CW",3.00,"1044","JENSEN,KATHY","MILLER,DEBRAH",,,4.00,8.00,"B",1.80,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-10-3 0:00:00,"CW",3.00,"1115","MILLER,DEBRAH","JENSEN,KATHY",,,5.00,5.00,"B",2.20,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1984-11-15 0:00:00,"CW",3.00,"1006","MILLER,DEBRAH","SMIMMO,FRANK",,,4.00,6.00,"B",3.10,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1985-4-23 0:00:00,"CW",3.00,"0935","DENNIS,WENDY","WILLIAMS,SCOTT",,,1.00,2.00,"B",3.60,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1985-5-12 0:00:00,"EI",3.00,"1148","GABEY,RICH",,,,15.00,4.00,"O",3.80,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1985-5-23 0:00:00,"CW",3.00,"1224","DENNIS,WENDY","MILLER,DEBRAH",,,1.00,1.00,"B",5.10,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1985-6-2 0:00:00,"EI",3.00,"1000","GABEY,RICH",,,,5.00,6.00,"B",5.00,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1985-6-7 0:00:00,"CW",3.00,"1435","DENNIS,WENDY","MILLER,DEBRAH",,,6.00,8.00,"B",5.00,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1985-6-29 0:00:00,"EI",3.00,"1535","GABEY,RICH",,,,0.00,,"B",4.00,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1985-7-2 0:00:00,"CW",3.00,"1430","WILLIAMS,SCOTT","MILLER,DEBRAH",,,5.00,4.00,"B",5.20,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1985-7-18 0:00:00,"CW",3.00,"1446","MILLER,DEBRAH","DENNIS,WENDY",,,2.00,1.00,"B",4.40,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1985-7-21 0:00:00,"EI",3.00,"1125","GABEY,RICH",,,,5.00,6.00,"B",3.20,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1985-7-30 0:00:00,"CW",3.00,"1616","DENNIS,WENDY","MILLER,DEBRAH",,,5.00,8.00,"B",1.80,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1985-8-11 0:00:00,"EI",3.00,"0930","GABEY,RICH",,,,1.00,7.00,"C",1.10,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1985-8-13 0:00:00,"CW",3.00,"1133","WILLIAMS,SCOTT","MILLER,DEBRAH",,,2.00,1.00,"B",0.90,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1985-8-24 0:00:00,"EI",3.00,"1355","GABEY,RICH",,,,10.00,6.00,"O",1.10,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1985-8-27 0:00:00,"CW",3.00,"1430","WILLIAMS,SCOTT","DENNIS,WENDY",,,2.00,,"B",1.10,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1985-9-12 0:00:00,"CW",3.00,"1415","WILLIAMS,SCOTT","DENNIS,WENDY",,,2.00,8.00,"B",2.20,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1985-10-2 0:00:00,"CW",3.00,"1600","WILLIAMS,SCOTT","MILLER,DEBRAH",,,1.00,8.00,"O",1.00,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1986-4-28 0:00:00,"CW",3.00,"1430","MILLER,DEBRAH","WILLIAMS,SCOTT",,,0.00,,"B",3.70,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1986-5-27 0:00:00,"CW",3.00,"1600","WILLIAMS,SCOTT","DENNIS,WENDY",,,5.00,,"B",3.50,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1986-6-18 0:00:00,"CW",3.00,"1139","WILLIAMS,SCOTT","MILLER,DEBRAH",,,5.00,7.00,"C",3.90,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1986-7-18 0:00:00,"CW",3.00,"1446","WILLIAMS,SCOTT","MILLER,DEBRAH",,,,,"B",4.40,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1986-8-5 0:00:00,"CW",3.00,"1515","DENNIS,WENDY","WILLIAMS,SCOTT",,,2.00,6.00,"B",2.80,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1986-8-28 0:00:00,"CW",3.00,"1332","MILLER,DEBRAH","WILLIAMS,SCOTT",,,2.00,8.00,"C",1.60,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1986-9-10 0:00:00,"CW",3.00,"1546","WILLIAMS,SCOTT","DENNIS,WENDY",,,7.00,4.00,"O",1.20,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1986-10-3 0:00:00,"CW",3.00,"1030","MILLER,DEBRAH","WILLIAMS,SCOTT",,,2.00,1.00,"B",3.20,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1986-10-31 0:00:00,"CW",3.00,"1130","MILLER,DEBRAH","WILLIAMS,SCOTT",,,0.00,,"B",3.50,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1987-4-27 0:00:00,"CW",3.00,"1500","WILLIAMS,SCOTT","MILLER,DEBRAH",,,7.00,4.00,"B",4.20,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1987-5-13 0:00:00,"CW",3.00,"1430","DENNIS,WENDY","WILLIAMS,SCOTT",,,3.00,4.00,"B",3.80,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1987-6-5 0:00:00,"CW",3.00,"1300","WILLIAMS,SCOTT","MILLER,DEBRAH",,,0.00,,"O",4.10,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1987-6-26 0:00:00,"CW",3.00,"1355","MILLER,DEBRAH","WILLIAMS,SCOTT",,,5.00,4.00,"O",4.00,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1987-7-1 0:00:00,"EI",3.00,"1815","HUGHES,THOMAS",,,,2.00,6.00,"B",3.60,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1987-7-16 0:00:00,"EI",3.00,"1714","HUGHES,THOMAS",,,,1.00,2.00,"C",3.00,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1987-7-17 0:00:00,"CW",3.00,"1115","WILLIAMS,SCOTT","MILLER,DEBRAH",,,2.00,1.00,"B",3.50,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1987-7-24 0:00:00,"EI",3.00,"1245","HUGHES,THOMAS",,,,2.00,2.00,,2.30,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1987-8-2 0:00:00,"EI",3.00,"1010","HUGHES,THOMAS",,,,0.00,,,2.20,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1987-8-5 0:00:00,"CW",3.00,"1422","DENNIS,WENDY","WILLIAMS,SCOTT",,,5.00,1.00,"B",1.70,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1987-8-9 0:00:00,"EI",3.00,"1318","HUGHES,THOMAS",,,,10.00,2.00,"C",1.20,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1987-8-16 0:00:00,"EI",3.00,"1340","HUGHES,THOMAS",,,,10.00,7.00,"B",0.60,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1987-8-25 0:00:00,"CW",3.00,"1433","DENNIS,WENDY","MILLER,DEBRAH",,,7.00,7.00,"B",1.20,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1987-8-29 0:00:00,"EI",3.00,"1030","HUGHES,THOMAS",,,,35.00,7.00,"C",0.80,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1987-9-5 0:00:00,"EI",3.00,,"HUGHES,THOMAS",,,,1.00,6.00,"B",0.70,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1987-9-8 0:00:00,"CW",3.00,"1100","DENNIS,WENDY","WILLIAMS,SCOTT",,,0.00,,"C",1.10,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1987-10-2 0:00:00,"CW",3.00,"1053","MILLER,DEBRAH","WILLIAMS,SCOTT",,,10.00,5.00,,3.00,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1988-4-29 0:00:00,"CW",3.00,"1500","WILLIAMS,SCOTT","MILLER,DEBRAH",,,1.00,2.00,"C",3.00,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1988-5-17 0:00:00,"CW",3.00,"1455","WILLIAMS,SCOTT","ACCOMANDO,BETH",,,,,"B",4.00,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1988-6-15 0:00:00,"CW",3.00,"1438","MILLER,DEBRAH","ACCOMANDO,BETH",,,3.00,5.00,"B",4.30,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1988-7-6 0:00:00,"CW",3.00,"1400","HERRMANN","MILLER,DEBRAH",,,2.00,1.00,"C",4.70,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1988-7-25 0:00:00,"CW",3.00,"1500","WILLIAMS,SCOTT","HERRMANN",,,5.00,2.00,"C",1.50,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1988-8-10 0:00:00,"CW",3.00,"1500","GORDON,TOM","ACCOMANDO,BETH",,,5.00,6.00,"C",1.40,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1988-9-1 0:00:00,"CW",3.00,"1420","WILLIAMS,SCOTT","HERRMANN",,,5.00,5.00,"B",0.70,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1988-9-22 0:00:00,"CW",3.00,"1400","WILLIAMS,SCOTT","HERRMANN",,,15.00,8.00,"B",1.70,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1988-10-11 0:00:00,"CW",3.00,"1345","WILLIAMS,SCOTT","BOUCHER,CHRISTA",,,10.00,5.00,"C",2.90,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1989-5-19 0:00:00,"CW",3.00,"1415","BOUCHER,CHRISTA","MILLER,DEBRAH",,,7.00,5.00,"B",3.00,"N","2","1",,,
"ANNABESSACOO",9961.00,1.00,1989-6-21 0:00:00,"CW",3.00,"1450","BOUCHER,CHRISTA","MILLER,DEBRAH",,,1.00,3.00,"B",3.70,"N","2","1",,,
